L* background,L* Ref,a* Ref,b* Ref,reference Color ID,Test Direction,L* RefFinal,a* RefFinal,b* RefFinal,L* TestFinal,a* TestFinal,b* TestFinal,Observer ID
30,70,0,15,3,1,70,-20,15,70,43,15,3
80,60,-10.60660172,10.60660172,2,6,60,-10.60660172,10.60660172,60,12.02081528,33.23401872,3
50,50,35.35533906,35.35533906,6,6,50,-8.485281374,-8.485281374,50,65.76093065,65.76093065,3
80,50,35.35533906,35.35533906,6,4,50,35.35533906,44.35533906,50,35.35533906,-75.64466094,3
50,50,35.35533906,35.35533906,6,3,50,35.35533906,35.35533906,50,-21.64466094,35.35533906,3
50,60,-10.60660172,10.60660172,2,6,60,-10.60660172,10.60660172,60,40.30508653,61.51828996,3
30,50,35.35533906,35.35533906,6,4,50,35.35533906,35.35533906,50,35.35533906,-69.64466094,3
80,50,10.60660172,10.60660172,1,2,Inf,Inf,Inf,Inf,Inf,Inf,3
80,40,0,-15,4,6,40,0,-15,40,46.66904756,31.66904756,3
50,50,10.60660172,10.60660172,1,2,50,10.60660172,-45.39339828,50,10.60660172,58.60660172,3
50,60,-10.60660172,10.60660172,2,7,47,-10.60660172,10.60660172,98,-10.60660172,10.60660172,3
80,70,0,15,3,5,70,-5.656854249,20.65685425,70,61.51828996,-46.51828996,3
30,50,35.35533906,35.35533906,6,8,50,35.35533906,35.35533906,32,35.35533906,35.35533906,3
80,40,0,-15,4,1,40,0,-15,40,62,-15,3
80,50,10.60660172,10.60660172,1,8,82,10.60660172,10.60660172,15,10.60660172,10.60660172,3
50,95,0,0,5,9,Inf,Inf,Inf,Inf,Inf,Inf,3
50,95,0,0,5,11,95,0,0,56.81623382,0,-38.18376618,3
30,60,-10.60660172,10.60660172,2,6,60,-10.60660172,10.60660172,60,29.69848481,50.91168825,3
50,60,-10.60660172,10.60660172,2,5,60,-10.60660172,10.60660172,60,43.13351365,-43.13351365,3
80,70,0,15,3,6,70,-9.899494937,5.100505063,70,34.64823228,49.64823228,3
80,40,0,-15,4,6,40,0,-15,40,28.28427125,13.28427125,3
30,70,0,15,3,5,70,-8.485281374,23.48528137,70,61.51828996,-46.51828996,3
50,50,10.60660172,10.60660172,1,1,50,-12.39339828,10.60660172,50,80.60660172,10.60660172,3
30,70,0,15,3,4,70,0,36,70,0,-47,3
50,60,-10.60660172,10.60660172,2,3,60,1.393398282,10.60660172,60,-40.60660172,10.60660172,3
50,70,0,15,3,2,70,0,-6,70,0,75,3
80,60,-10.60660172,10.60660172,2,7,60,-10.60660172,10.60660172,83,-10.60660172,10.60660172,3
50,70,0,15,3,1,70,-15,15,70,43,15,3
50,70,0,15,3,2,70,0,-8,70,0,75,3
30,60,-10.60660172,10.60660172,2,1,60,-10.60660172,10.60660172,60,65.39339828,10.60660172,3
80,40,0,-15,4,4,40,0,4,40,0,-33,3
80,60,-10.60660172,10.60660172,2,6,60,-10.60660172,10.60660172,60,14.14213562,35.35533906,3
80,50,10.60660172,10.60660172,1,3,50,25.60660172,10.60660172,50,-35.39339828,10.60660172,3
50,70,0,15,3,8,70,0,15,45,0,15,3
80,40,0,-15,4,3,40,34,-15,40,-15,-15,3
80,40,0,-15,4,3,40,16,-15,40,-15,-15,3
30,50,10.60660172,10.60660172,1,8,50,10.60660172,10.60660172,24,10.60660172,10.60660172,3
50,50,10.60660172,10.60660172,1,1,50,-14.39339828,10.60660172,50,80.60660172,10.60660172,3
50,70,0,15,3,6,70,0,15,70,16.97056275,31.97056275,3
50,50,35.35533906,35.35533906,6,2,50,35.35533906,-18.64466094,50,35.35533906,61.35533906,3
30,50,10.60660172,10.60660172,1,4,50,10.60660172,32.60660172,50,10.60660172,-50.39339828,3
50,40,0,-15,4,4,40,0,30,40,0,-33,3
50,50,35.35533906,35.35533906,6,8,50,35.35533906,35.35533906,29,35.35533906,35.35533906,3
80,50,10.60660172,10.60660172,1,7,50,10.60660172,10.60660172,83,10.60660172,10.60660172,3
30,95,0,0,5,10,95,0,0,63.88730163,31.11269837,0,3
80,70,0,15,3,7,70,0,15,91,0,15,3
30,50,10.60660172,10.60660172,1,3,50,10.60660172,10.60660172,50,-23.39339828,10.60660172,3
50,50,35.35533906,35.35533906,6,1,50,-9.644660941,35.35533906,50,80.35533906,35.35533906,3
50,60,-10.60660172,10.60660172,2,6,60,-10.60660172,10.60660172,60,31.11269837,52.32590181,3
50,40,0,-15,4,6,40,0,-15,40,19.09188309,4.091883092,3
80,50,10.60660172,10.60660172,1,6,50,3.535533906,3.535533906,50,65.76093065,65.76093065,3
80,60,-10.60660172,10.60660172,2,8,60,-10.60660172,10.60660172,18,-10.60660172,10.60660172,3
80,50,10.60660172,10.60660172,1,8,84,10.60660172,10.60660172,15,10.60660172,10.60660172,3
50,95,0,0,5,10,95,0,0,63.18019485,31.81980515,0,3
30,50,10.60660172,10.60660172,1,7,32,10.60660172,10.60660172,90,10.60660172,10.60660172,3
50,40,0,-15,4,5,40,-32.52691193,17.52691193,40,80.61017306,-95.61017306,3
80,40,0,-15,4,7,40,0,-15,82,0,-15,3
50,50,10.60660172,10.60660172,1,8,54,10.60660172,10.60660172,15,10.60660172,10.60660172,3
30,50,10.60660172,10.60660172,1,5,50,10.60660172,10.60660172,50,71.4177849,-50.20458146,3
50,70,0,15,3,5,70,0,15,70,36.06244584,-21.06244584,3
50,50,10.60660172,10.60660172,1,3,50,18.60660172,10.60660172,50,-35.39339828,10.60660172,3
30,50,35.35533906,35.35533906,6,7,35,35.35533906,35.35533906,71,35.35533906,35.35533906,3
30,50,35.35533906,35.35533906,6,5,50,35.35533906,35.35533906,50,82.7314934,-12.02081528,3
80,70,0,15,3,2,70,0,-9,70,0,75,3
50,50,10.60660172,10.60660172,1,8,52,10.60660172,10.60660172,15,10.60660172,10.60660172,3
30,40,0,-15,4,5,40,-19.79898987,4.798989873,40,80.61017306,-95.61017306,3
30,70,0,15,3,5,70,-20.50609665,35.50609665,70,61.51828996,-46.51828996,3
30,40,0,-15,4,1,40,0,-15,40,47,-15,3
80,40,0,-15,4,8,40,0,-15,18,0,-15,3
50,50,10.60660172,10.60660172,1,7,29,10.60660172,10.60660172,90,10.60660172,10.60660172,3
80,50,35.35533906,35.35533906,6,6,50,0.707106781,0.707106781,50,65.76093065,65.76093065,3
50,50,10.60660172,10.60660172,1,5,50,-4.949747468,26.1629509,50,89.09545443,-67.88225099,3
80,70,0,15,3,3,Inf,Inf,Inf,Inf,Inf,Inf,3
30,95,0,0,5,8,95,0,0,29,0,0,3
50,70,0,15,3,3,70,20,15,70,-47,15,3
30,40,0,-15,4,7,40,0,-15,74,0,-15,3
50,50,10.60660172,10.60660172,1,4,50,10.60660172,10.60660172,50,10.60660172,-21.39339828,3
80,60,-10.60660172,10.60660172,2,1,60,-20.60660172,10.60660172,60,65.39339828,10.60660172,3
80,50,35.35533906,35.35533906,6,8,62,35.35533906,35.35533906,29,35.35533906,35.35533906,3
80,70,0,15,3,5,70,-29.69848481,44.69848481,70,61.51828996,-46.51828996,3
30,50,35.35533906,35.35533906,6,6,50,14.8492424,14.8492424,50,65.76093065,65.76093065,3
30,40,0,-15,4,3,40,48,-15,40,-15,-15,3
50,50,10.60660172,10.60660172,1,3,50,11.60660172,10.60660172,50,-35.39339828,10.60660172,3
80,70,0,15,3,4,70,0,42,70,0,-47,3
50,60,-10.60660172,10.60660172,2,8,60,-10.60660172,10.60660172,38,-10.60660172,10.60660172,3
50,50,35.35533906,35.35533906,6,6,50,-4.242640687,-4.242640687,50,65.76093065,65.76093065,3
50,50,10.60660172,10.60660172,1,5,50,-2.828427125,24.04163056,50,89.09545443,-67.88225099,3
50,50,35.35533906,35.35533906,6,5,Inf,Inf,Inf,Inf,Inf,Inf,3
30,40,0,-15,4,2,40,0,-15,40,0,20,3
30,50,35.35533906,35.35533906,6,6,50,10.60660172,10.60660172,50,65.76093065,65.76093065,3
80,95,0,0,5,10,95,0,0,47.62384566,47.37615434,0,3
50,60,-10.60660172,10.60660172,2,4,60,-10.60660172,25.60660172,60,-10.60660172,-33.39339828,3
80,50,10.60660172,10.60660172,1,4,50,10.60660172,10.60660172,50,10.60660172,-21.39339828,3
50,60,-10.60660172,10.60660172,2,1,60,-10.60660172,10.60660172,60,37.39339828,10.60660172,3
30,40,0,-15,4,2,40,0,-15,40,0,16,3
30,70,0,15,3,3,70,41,15,70,-47,15,3
80,60,-10.60660172,10.60660172,2,4,60,-10.60660172,10.60660172,60,-10.60660172,-33.39339828,3
50,70,0,15,3,4,70,0,15,70,0,-21,3
30,50,35.35533906,35.35533906,6,7,33,35.35533906,35.35533906,71,35.35533906,35.35533906,3
80,50,35.35533906,35.35533906,6,2,50,35.35533906,-25.64466094,50,35.35533906,61.35533906,3
80,50,35.35533906,35.35533906,6,3,50,45.35533906,35.35533906,50,-46.64466094,35.35533906,3
30,60,-10.60660172,10.60660172,2,7,60,-10.60660172,10.60660172,93,-10.60660172,10.60660172,3
80,70,0,15,3,2,70,0,-5,70,0,75,3
50,70,0,15,3,7,48,0,15,96,0,15,3
50,40,0,-15,4,4,40,0,16,40,0,-33,3
30,50,10.60660172,10.60660172,1,1,50,2.606601718,10.60660172,50,80.60660172,10.60660172,3
80,95,0,0,5,11,95,0,0,75.90811691,0,-19.09188309,3
50,70,0,15,3,3,70,15,15,70,-47,15,3
30,50,35.35533906,35.35533906,6,1,50,11.35533906,35.35533906,50,80.35533906,35.35533906,3
30,95,0,0,5,12,95,0,0,56.10912703,0,38.89087297,3
80,40,0,-15,4,2,40,0,-15,40,0,45,3
50,95,0,0,5,8,95,0,0,41,0,0,3
50,40,0,-15,4,2,40,0,-18,40,0,49,3
50,95,0,0,5,11,Inf,Inf,Inf,Inf,Inf,Inf,3
30,70,0,15,3,7,41,0,15,96,0,15,3
30,50,10.60660172,10.60660172,1,6,50,10.60660172,10.60660172,50,63.63961031,63.63961031,3
80,95,0,0,5,12,95,0,0,73.78679656,0,21.21320344,3
30,50,10.60660172,10.60660172,1,2,50,10.60660172,-7.393398282,50,10.60660172,58.60660172,3
50,40,0,-15,4,3,40,45,-15,40,-15,-15,3
80,95,0,0,5,8,95,0,0,62,0,0,3
50,70,0,15,3,4,70,0,15,70,0,-31,3
30,70,0,15,3,7,45,0,15,96,0,15,3
30,70,0,15,3,2,70,0,-3,70,0,75,3
50,50,35.35533906,35.35533906,6,8,66,35.35533906,35.35533906,29,35.35533906,35.35533906,3
30,50,10.60660172,10.60660172,1,2,50,10.60660172,-7.393398282,50,10.60660172,58.60660172,3
80,50,35.35533906,35.35533906,6,5,50,24.74873734,45.96194078,50,82.7314934,-12.02081528,3
80,50,35.35533906,35.35533906,6,1,50,35.35533906,35.35533906,50,75.35533906,35.35533906,3
80,70,0,15,3,8,83,0,15,17,0,15,3
30,50,10.60660172,10.60660172,1,4,50,10.60660172,21.60660172,50,10.60660172,-50.39339828,3
30,70,0,15,3,2,70,0,1,70,0,75,3
50,50,35.35533906,35.35533906,6,3,50,35.35533906,35.35533906,50,-17.64466094,35.35533906,3
50,50,35.35533906,35.35533906,6,5,50,21.21320344,49.49747468,50,82.7314934,-12.02081528,3
80,70,0,15,3,4,70,0,45,70,0,-47,3
50,40,0,-15,4,6,40,0,-15,40,25.45584412,10.45584412,3
50,60,-10.60660172,10.60660172,2,3,60,14.39339828,10.60660172,60,-40.60660172,10.60660172,3
30,70,0,15,3,8,70,0,15,30,0,15,3
80,50,10.60660172,10.60660172,1,5,50,-9.899494937,31.11269837,50,89.09545443,-67.88225099,3
50,40,0,-15,4,2,40,0,-15,40,0,22,3
30,40,0,-15,4,8,40,0,-15,23,0,-15,3
30,70,0,15,3,3,70,38,15,70,-47,15,3
30,50,35.35533906,35.35533906,6,2,50,35.35533906,-3.644660941,50,35.35533906,61.35533906,3
30,95,0,0,5,9,Inf,Inf,Inf,Inf,Inf,Inf,3
30,60,-10.60660172,10.60660172,2,5,60,-24.04163056,24.04163056,60,62.93250353,-62.93250353,3
30,60,-10.60660172,10.60660172,2,1,60,-10.60660172,10.60660172,60,60.39339828,10.60660172,3
50,70,0,15,3,5,70,-12.72792206,27.72792206,70,61.51828996,-46.51828996,3
30,70,0,15,3,4,70,0,30,70,0,-47,3
50,60,-10.60660172,10.60660172,2,4,60,-10.60660172,23.60660172,60,-10.60660172,-33.39339828,3
80,40,0,-15,4,8,59,0,-15,9,0,-15,3
80,40,0,-15,4,2,40,0,-27,40,0,49,3
30,60,-10.60660172,10.60660172,2,2,60,-10.60660172,2.606601718,60,-10.60660172,65.60660172,3
30,60,-10.60660172,10.60660172,2,4,60,-10.60660172,31.60660172,60,-10.60660172,-33.39339828,3
80,50,10.60660172,10.60660172,1,1,50,-13.39339828,10.60660172,50,80.60660172,10.60660172,3
80,95,0,0,5,11,96.41421356,0,1.414213562,53.28069991,0,-41.71930009,3
80,40,0,-15,4,4,40,0,42,40,0,-33,3
80,95,0,0,5,9,95,0,0,89.34314575,-5.656854249,0,4
80,60,-10.60660172,10.60660172,2,1,60,-10.60660172,10.60660172,60,-7.606601718,10.60660172,4
30,50,35.35533906,35.35533906,6,2,50,35.35533906,35.35533906,50,35.35533906,40.35533906,4
80,70,0,15,3,3,70,0,15,70,-5,15,4
30,40,0,-15,4,8,40,0,-15,35,0,-15,4
30,50,35.35533906,35.35533906,6,3,50,35.35533906,35.35533906,50,26.35533906,35.35533906,4
30,70,0,15,3,6,70,0,15,70,7.778174593,22.77817459,4
80,95,0,0,5,12,95,0,0,87.92893219,0,7.071067812,4
30,50,35.35533906,35.35533906,6,3,50,35.35533906,35.35533906,50,27.35533906,35.35533906,4
30,95,0,0,5,10,95,0,0,85.10050506,9.899494937,0,4
30,70,0,15,3,1,70,0,15,70,3,15,4
80,50,10.60660172,10.60660172,1,2,50,10.60660172,10.60660172,50,10.60660172,38.60660172,4
30,95,0,0,5,11,95,0,0,85.80761184,0,-9.192388155,4
80,50,10.60660172,10.60660172,1,1,50,10.60660172,10.60660172,50,22.60660172,10.60660172,4
30,60,-10.60660172,10.60660172,2,3,60,-10.60660172,10.60660172,60,-21.60660172,10.60660172,4
80,40,0,-15,4,5,40,0,-15,40,14.14213562,-29.14213562,4
50,60,-10.60660172,10.60660172,2,2,60,-10.60660172,10.60660172,60,-10.60660172,19.60660172,4
80,70,0,15,3,6,70,0,15,70,8.485281374,23.48528137,4
80,95,0,0,5,8,95,0,0,86,0,0,4
80,60,-10.60660172,10.60660172,2,8,60,-10.60660172,10.60660172,54,-10.60660172,10.60660172,4
30,40,0,-15,4,6,40,0,-15,40,4.242640687,-10.75735931,4
30,95,0,0,5,11,95,0,0,85.80761184,0,-9.192388155,4
30,50,10.60660172,10.60660172,1,6,50,10.60660172,10.60660172,50,16.97056275,16.97056275,4
80,50,35.35533906,35.35533906,6,3,50,35.35533906,35.35533906,50,23.35533906,35.35533906,4
80,40,0,-15,4,7,40,0,-15,47,0,-15,4
80,50,10.60660172,10.60660172,1,3,50,10.60660172,10.60660172,50,0.606601718,10.60660172,4
30,40,0,-15,4,1,40,0,-15,40,7,-15,4
80,60,-10.60660172,10.60660172,2,3,60,-10.60660172,10.60660172,60,-19.60660172,10.60660172,4
50,60,-10.60660172,10.60660172,2,2,60,-10.60660172,10.60660172,60,-10.60660172,18.60660172,4
30,60,-10.60660172,10.60660172,2,5,60,-10.60660172,10.60660172,60,-7.071067812,7.071067812,4
30,50,10.60660172,10.60660172,1,3,50,10.60660172,10.60660172,50,3.606601718,10.60660172,4
80,50,10.60660172,10.60660172,1,6,50,10.60660172,10.60660172,50,22.627417,22.627417,4
30,40,0,-15,4,7,40,0,-15,48,0,-15,4
30,50,10.60660172,10.60660172,1,1,50,10.60660172,10.60660172,50,18.60660172,10.60660172,4
80,50,35.35533906,35.35533906,6,7,50,35.35533906,35.35533906,58,35.35533906,35.35533906,4
50,70,0,15,3,7,70,0,15,79,0,15,4
30,60,-10.60660172,10.60660172,2,8,60,-10.60660172,10.60660172,46,-10.60660172,10.60660172,4
30,50,10.60660172,10.60660172,1,5,50,10.60660172,10.60660172,50,16.26345597,4.949747468,4
80,50,35.35533906,35.35533906,6,8,50,35.35533906,35.35533906,42,35.35533906,35.35533906,4
50,70,0,15,3,8,70,0,15,63,0,15,4
80,40,0,-15,4,1,40,0,-15,40,6,-15,4
30,60,-10.60660172,10.60660172,2,3,60,-10.60660172,10.60660172,60,-22.60660172,10.60660172,4
80,60,-10.60660172,10.60660172,2,3,60,-10.60660172,10.60660172,60,-15.60660172,10.60660172,4
50,60,-10.60660172,10.60660172,2,1,60,-10.60660172,10.60660172,60,-5.606601718,10.60660172,4
80,60,-10.60660172,10.60660172,2,7,60,-10.60660172,10.60660172,62,-10.60660172,10.60660172,4
30,50,35.35533906,35.35533906,6,4,50,35.35533906,35.35533906,50,35.35533906,18.35533906,4
50,50,35.35533906,35.35533906,6,1,50,35.35533906,35.35533906,50,43.35533906,35.35533906,4
30,40,0,-15,4,6,40,0,-15,40,6.363961031,-8.636038969,4
80,50,35.35533906,35.35533906,6,6,50,35.35533906,35.35533906,50,61.51828996,61.51828996,4
50,50,10.60660172,10.60660172,1,6,50,10.60660172,10.60660172,50,13.43502884,13.43502884,4
30,60,-10.60660172,10.60660172,2,6,60,-10.60660172,10.60660172,60,-5.656854249,15.55634919,4
50,50,35.35533906,35.35533906,6,7,50,35.35533906,35.35533906,54,35.35533906,35.35533906,4
30,50,35.35533906,35.35533906,6,8,50,35.35533906,35.35533906,44,35.35533906,35.35533906,4
50,50,10.60660172,10.60660172,1,4,50,10.60660172,10.60660172,50,10.60660172,4.606601718,4
50,95,0,0,5,12,95,0,0,91.46446609,0,3.535533906,4
50,40,0,-15,4,8,40,0,-15,32,0,-15,4
50,40,0,-15,4,7,40,0,-15,45,0,-15,4
80,60,-10.60660172,10.60660172,2,2,60,-10.60660172,10.60660172,60,-10.60660172,17.60660172,4
50,60,-10.60660172,10.60660172,2,7,60,-10.60660172,10.60660172,66,-10.60660172,10.60660172,4
50,95,0,0,5,8,95,0,0,81,0,0,4
50,50,35.35533906,35.35533906,6,2,50,35.35533906,35.35533906,50,35.35533906,49.35533906,4
80,70,0,15,3,7,70,0,15,73,0,15,4
50,95,0,0,5,10,95,0,0,88.63603897,6.363961031,0,4
80,40,0,-15,4,5,40,0,-15,40,13.43502884,-28.43502884,4
30,95,0,0,5,12,95,0,0,89.34314575,0,5.656854249,4
80,70,0,15,3,8,70,0,15,64,0,15,4
30,60,-10.60660172,10.60660172,2,4,60,-10.60660172,10.60660172,60,-10.60660172,2.606601718,4
30,60,-10.60660172,10.60660172,2,7,60,-10.60660172,10.60660172,68,-10.60660172,10.60660172,4
30,40,0,-15,4,4,40,0,-10,40,0,-33,4
50,40,0,-15,4,5,40,0,-15,40,12.72792206,-27.72792206,4
50,95,0,0,5,9,95,0,0,87.22182541,-7.778174593,0,4
50,40,0,-15,4,3,40,0,-15,40,-5,-15,4
50,70,0,15,3,1,70,0,15,70,7,15,4
50,40,0,-15,4,1,40,0,-15,40,4,-15,4
80,50,10.60660172,10.60660172,1,4,50,10.60660172,10.60660172,50,10.60660172,1.606601718,4
80,50,35.35533906,35.35533906,6,2,50,35.35533906,29.35533906,50,35.35533906,61.35533906,4
80,50,35.35533906,35.35533906,6,4,50,35.35533906,35.35533906,50,35.35533906,11.35533906,4
80,50,10.60660172,10.60660172,1,7,50,10.60660172,10.60660172,52,10.60660172,10.60660172,4
80,70,0,15,3,1,70,0,15,70,8,15,4
80,70,0,15,3,1,70,0,15,70,10,15,4
80,50,35.35533906,35.35533906,6,7,50,35.35533906,35.35533906,58,35.35533906,35.35533906,4
50,50,10.60660172,10.60660172,1,6,50,10.60660172,10.60660172,50,21.92031022,21.92031022,4
30,95,0,0,5,9,95,0,0,87.22182541,-7.778174593,0,4
30,50,10.60660172,10.60660172,1,7,50,10.60660172,10.60660172,59,10.60660172,10.60660172,4
50,50,35.35533906,35.35533906,6,4,50,35.35533906,35.35533906,50,35.35533906,21.35533906,4
50,50,10.60660172,10.60660172,1,2,50,10.60660172,10.60660172,50,10.60660172,18.60660172,4
80,60,-10.60660172,10.60660172,2,4,60,-10.60660172,10.60660172,60,-10.60660172,1.606601718,4
50,40,0,-15,4,8,40,0,-15,34,0,-15,4
50,60,-10.60660172,10.60660172,2,8,60,-10.60660172,10.60660172,53,-10.60660172,10.60660172,4
50,50,35.35533906,35.35533906,6,4,50,35.35533906,35.35533906,50,35.35533906,25.35533906,4
80,60,-10.60660172,10.60660172,2,5,60,-10.60660172,10.60660172,60,-2.828427125,2.828427125,4
30,50,35.35533906,35.35533906,6,1,50,35.35533906,35.35533906,50,46.35533906,35.35533906,4
80,60,-10.60660172,10.60660172,2,5,60,-10.60660172,10.60660172,60,-3.535533906,3.535533906,4
80,50,35.35533906,35.35533906,6,5,50,35.35533906,35.35533906,50,45.96194078,24.74873734,4
80,60,-10.60660172,10.60660172,2,2,60,-10.60660172,10.60660172,60,-10.60660172,18.60660172,4
30,70,0,15,3,6,70,0,15,70,4.242640687,19.24264069,4
50,60,-10.60660172,10.60660172,2,5,60,-10.60660172,10.60660172,60,-2.828427125,2.828427125,4
50,40,0,-15,4,7,40,0,-15,46,0,-15,4
50,40,0,-15,4,1,40,0,-15,40,8,-15,4
30,50,10.60660172,10.60660172,1,8,50,10.60660172,10.60660172,42,10.60660172,10.60660172,4
50,95,0,0,5,12,95,0,0,87.22182541,0,7.778174593,4
30,95,0,0,5,8,95,0,0,72,0,0,4
80,95,0,0,5,10,95,0,0,88.63603897,6.363961031,0,4
50,50,10.60660172,10.60660172,1,7,50,10.60660172,10.60660172,53,10.60660172,10.60660172,4
30,70,0,15,3,8,70,0,15,61,0,15,4
50,70,0,15,3,6,70,0,15,70,6.363961031,21.36396103,4
50,50,35.35533906,35.35533906,6,7,50,35.35533906,35.35533906,56,35.35533906,35.35533906,4
30,50,35.35533906,35.35533906,6,5,50,35.35533906,35.35533906,50,48.7903679,21.92031022,4
30,40,0,-15,4,3,40,4,-15,40,-15,-15,4
30,40,0,-15,4,4,40,0,-15,40,0,-31,4
80,95,0,0,5,9,95,0,0,87.22182541,-7.778174593,0,4
80,50,35.35533906,35.35533906,6,1,50,35.35533906,35.35533906,50,68.35533906,35.35533906,4
30,60,-10.60660172,10.60660172,2,2,60,-10.60660172,10.60660172,60,-10.60660172,21.60660172,4
30,40,0,-15,4,5,40,0,-15,40,20.50609665,-35.50609665,4
80,50,10.60660172,10.60660172,1,5,50,10.60660172,10.60660172,50,25.45584412,-4.242640687,4
30,60,-10.60660172,10.60660172,2,8,60,-10.60660172,10.60660172,51,-10.60660172,10.60660172,4
30,70,0,15,3,1,70,0,15,70,15,15,4
80,60,-10.60660172,10.60660172,2,6,60,-10.60660172,10.60660172,60,-6.363961031,14.8492424,4
50,50,35.35533906,35.35533906,6,6,50,35.35533906,35.35533906,50,50.91168825,50.91168825,4
80,50,35.35533906,35.35533906,6,4,50,35.35533906,35.35533906,50,35.35533906,17.35533906,4
50,50,35.35533906,35.35533906,6,3,50,35.35533906,35.35533906,50,27.35533906,35.35533906,4
50,60,-10.60660172,10.60660172,2,6,60,-10.60660172,10.60660172,60,-6.363961031,14.8492424,4
30,50,35.35533906,35.35533906,6,4,50,35.35533906,35.35533906,50,35.35533906,21.35533906,4
80,50,10.60660172,10.60660172,1,2,50,10.60660172,10.60660172,50,10.60660172,37.60660172,4
80,40,0,-15,4,6,40,0,-15,40,5.656854249,-9.343145751,4
50,50,10.60660172,10.60660172,1,2,50,10.60660172,10.60660172,50,10.60660172,19.60660172,4
50,60,-10.60660172,10.60660172,2,7,60,-10.60660172,10.60660172,69,-10.60660172,10.60660172,4
80,70,0,15,3,5,70,0,15,70,6.363961031,8.636038969,4
30,50,35.35533906,35.35533906,6,8,50,35.35533906,35.35533906,46,35.35533906,35.35533906,4
80,40,0,-15,4,1,40,0,-15,40,9,-15,4
80,50,10.60660172,10.60660172,1,8,50,10.60660172,10.60660172,39,10.60660172,10.60660172,4
50,95,0,0,5,9,95,0,0,88.63603897,-6.363961031,0,4
50,95,0,0,5,11,95,0,0,88.63603897,0,-6.363961031,4
30,60,-10.60660172,10.60660172,2,6,60,-10.60660172,10.60660172,60,-5.656854249,15.55634919,4
50,60,-10.60660172,10.60660172,2,5,60,-10.60660172,10.60660172,60,-3.535533906,3.535533906,4
80,70,0,15,3,6,70,0,15,70,5.656854249,20.65685425,4
80,40,0,-15,4,6,40,0,-15,40,4.949747468,-10.05025253,4
30,70,0,15,3,5,70,0,15,70,9.192388155,5.807611845,4
50,50,10.60660172,10.60660172,1,1,50,10.60660172,10.60660172,50,25.60660172,10.60660172,4
30,70,0,15,3,4,70,0,15,70,0,6,4
50,60,-10.60660172,10.60660172,2,3,60,-10.60660172,10.60660172,60,-21.60660172,10.60660172,4
50,70,0,15,3,2,70,0,15,70,0,28,4
80,60,-10.60660172,10.60660172,2,7,60,-10.60660172,10.60660172,69,-10.60660172,10.60660172,4
50,70,0,15,3,1,70,0,15,70,9,15,4
50,70,0,15,3,2,70,0,15,70,0,24,4
30,60,-10.60660172,10.60660172,2,1,60,-10.60660172,10.60660172,60,-2.606601718,10.60660172,4
80,40,0,-15,4,4,40,0,-10,40,0,-33,4
80,60,-10.60660172,10.60660172,2,6,60,-10.60660172,10.60660172,60,-7.778174593,13.43502884,4
80,50,10.60660172,10.60660172,1,3,50,10.60660172,10.60660172,50,-0.393398282,10.60660172,4
50,70,0,15,3,8,70,0,15,58,0,15,4
80,40,0,-15,4,3,40,9,-15,40,-15,-15,4
80,40,0,-15,4,3,40,3,-15,40,-15,-15,4
30,50,10.60660172,10.60660172,1,8,50,10.60660172,10.60660172,34,10.60660172,10.60660172,4
50,50,10.60660172,10.60660172,1,1,50,10.60660172,10.60660172,50,39.60660172,10.60660172,4
50,70,0,15,3,6,70,0,15,70,6.363961031,21.36396103,4
50,50,35.35533906,35.35533906,6,2,50,35.35533906,24.35533906,50,35.35533906,61.35533906,4
30,50,10.60660172,10.60660172,1,4,50,10.60660172,10.60660172,50,10.60660172,1.606601718,4
50,40,0,-15,4,4,40,0,-15,40,0,-33,4
50,50,35.35533906,35.35533906,6,8,50,35.35533906,35.35533906,46,35.35533906,35.35533906,4
80,50,10.60660172,10.60660172,1,7,50,10.60660172,10.60660172,56,10.60660172,10.60660172,4
30,95,0,0,5,10,95,0,0,90.05025253,4.949747468,0,4
80,70,0,15,3,7,70,0,15,75,0,15,4
30,50,10.60660172,10.60660172,1,3,50,10.60660172,10.60660172,50,1.606601718,10.60660172,4
50,50,35.35533906,35.35533906,6,1,50,35.35533906,35.35533906,50,60.35533906,35.35533906,4
50,60,-10.60660172,10.60660172,2,6,60,-10.60660172,10.60660172,60,-5.656854249,15.55634919,4
50,40,0,-15,4,6,40,0,-15,40,5.656854249,-9.343145751,4
80,50,10.60660172,10.60660172,1,6,50,10.60660172,10.60660172,50,21.92031022,21.92031022,4
80,60,-10.60660172,10.60660172,2,8,60,-10.60660172,10.60660172,51,-10.60660172,10.60660172,4
80,50,10.60660172,10.60660172,1,8,50,10.60660172,10.60660172,44,10.60660172,10.60660172,4
50,95,0,0,5,10,95,0,0,85.10050506,9.899494937,0,4
30,50,10.60660172,10.60660172,1,7,50,10.60660172,10.60660172,65,10.60660172,10.60660172,4
50,40,0,-15,4,5,40,0,-15,40,14.14213562,-29.14213562,4
80,40,0,-15,4,7,40,0,-15,55,0,-15,4
50,50,10.60660172,10.60660172,1,8,50,10.60660172,10.60660172,48,10.60660172,10.60660172,4
30,50,10.60660172,10.60660172,1,5,50,10.60660172,10.60660172,50,17.67766953,3.535533906,4
50,70,0,15,3,5,70,0,15,70,9.192388155,5.807611845,4
50,50,10.60660172,10.60660172,1,3,50,10.60660172,10.60660172,50,5.606601718,10.60660172,4
